Summary data collected by the Greenhouse Gas Reporting Program for 2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This data was reported to EPA by facilities as of 8/16/2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All emissions data is presented in units of metric tons of carbon dioxide equivalent using GWP's from IPCC's AR4 (see FAQs tab),,,,,,,,,,,,,,Total Direct Emissions from Local Distribution Companies by Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Facility Id,FRS Id,Facility Name,State where Emissions Occur,Reported City,Reported State,Reported Zip Code,Reported Address,Reported County,Reported Latitude,Reported Longitude,Primary NAICS Code,Industry Type (subparts),Total reported direct emissions from Local Distribution Companies,CO2 emissions (non-biogenic) ,Methane (CH4) emissions ,Nitrous Oxide (N2O) emissions ,Does the facility employ continuous emissions monitoring? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001123,110071160813,Jasper Municipal Gas Utility,IN,Jasper,IN,47547,825 E. 2nd Ave,DUBOIS COUNTY,38.39,-86.93,221210,"NN-LDC,W-LDC",536.1,0.6,535.5,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002602,110071160501,KEYSPAN GAS EAST CORPORATION,NY,Hicksville,NY,11801,175 East Old Country Road,NASSAU COUNTY,40.766791,-73.510559,221210,"NN-LDC,W-LDC",229150.4,275.9,228874.5,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004107,110071160978,Kansas Gas Service,KS,Overland Park,KS,66213,7421 W. 129th St,JOHNSON COUNTY,38.89568,-94.67267,221210,"NN-LDC,W-LDC",58157.5,70,58087.5,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002701,110071159610,"LG&E and KU Energy, LLC",KY,Louisville,KY,40202,220 West Main,JEFFERSON COUNTY,38.25634,-85.75418,486210,"NN-LDC,W-LDC",22018.5,26.5,21992,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005481,110071159906,LIBERTY UTILITIES - MASSACHUSETTS,MA,FALL RIVER,MA,02722,P.O. Box 911,BRISTOL COUNTY,41.701398,-71.155837,221210,"NN-LDC,W-LDC",17059.32,91.1,16926.5,41.72,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007319,110071161433,"Memphis Light, Gas, and Water",TN,memphis,TN,38103,220 South Main Street,SHELBY COUNTY,35.139647,-90.055223,221122,"NN-LDC,W-LDC",25020.6,478.1,24542.5,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003155,110071160842,Metropolitan Utilities District of Omaha,NE,Omaha,NE,68102,1723 Harney Street,DOUGLAS COUNTY,41.25655,-95.93866,221210,"NN-LDC,W-LDC",38694.1,46.6,38647.5,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006374,110071162366,MidAmerican Energy Company Local Natural Gas Distribution Company - Illinois,IL,Des Moines,IA,50309,"666 Grand Avenue, Suite 500",POLK COUNTY,41.58758,-93.62616,221210,"NN-LDC,W-LDC",7229.2,8.7,7220.5,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006375,110071161808,MidAmerican Energy Company Local Natural Gas Distribution Company - Nebraska,NE,Des Moines,IA,50309,"666 Grand Avenue, Suite 500",POLK COUNTY,41.58758,-93.62616,221210,"NN-LDC,W-LDC",909.85,1.1,908.75,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006376,110071160179,MidAmerican Energy Company Local Natural Gas Distribution Company - South Dakota,SD,Des Moines,IA,50309,"666 Grand Avenue, Suite 500",POLK COUNTY,41.58758,-93.62616,221210,"NN-LDC,W-LDC",8706.25,10.5,8695.75,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002424,110071161351,MidAmerican Energy Local Gas Distribution Company,IA,DesMoines,IA,50309,"666 Grand Avenue, Suite 500",POLK COUNTY,41.58758,-93.62616,221210,"NN-LDC,W-LDC",77041.548,870.5,76170.75,0.298,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004919,110071160729,Middle Tennessee Natural Gas Utility District,TN,Smithville,TN,37166,1030 West Broad Street,DEKALB COUNTY,35.965524,-85.849081,221210,"NN-LDC,W-LDC",18747,22,18725,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000388,110071160900,Middleborough Gas & Electric Department,MA,Middleborough,MA,02346,32 South Main St.,PLYMOUTH COUNTY,41.89142,-70.91059,221210,"NN-LDC,W-LDC",1130.95,129.2,1001.75,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007381,110071159550,Minnesota Energy Resources Corporation,MN,Rosemount,MN,55068,2665 145th Street West,DAKOTA COUNTY,44.73922,-93.11919,221210,"NN-LDC,W-LDC",25304.05,30.3,25273.75,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006687,110071160692,Mountaineer Gas Company,WV,Charleston,WV,25304,501 56th St SE,KANAWHA COUNTY,38.383407,-81.67473,221210,"NN-LDC,W-LDC",125731.35,152.1,125579.25,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007020,110071159900,Murray Natural Gas,KY,Murray,KY,42071,200 Andrus Dr,CALLOWAY COUNTY,36.61977,-88.29808,221210,"NN-LDC,W-LDC",1434.3,1.8,1432.5,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002603,110071160502,NIAGARA MOHAWK POWER CORPORATION,NY,Syracuse,NY,13202,300 Erie Boulevard West,ONONDAGA COUNTY,43.05078,-76.15739,221121,"NN-LDC,W-LDC",163247.85,215.6,163032.25,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004163,110071160244,NICOR GAS,IL,NAPERVILLE,IL,60563,1844 W. FERRY ROAD,DUPAGE COUNTY,41.796293,-88.197415,221210,"NN-LDC,W-LDC",142878.182,9924.1,132899.25,54.832,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006398,110043969550,NIPSCO GAS,IN,Merrillville,IN,46410,801 E. 86th Avenue,LAKE COUNTY,41.46339,-87.32624,221210,"NN-LDC,W-LDC",151348.512,50234.5,101086,28.012,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002199,110071161779,NORTHWESTERN ENERGY/GTS,MT,BUTTE,MT,59701,11 E. Park,SILVER BOW COUNTY,46.013787,-112.534853,486210,"NN-LDC,W-LDC",26288.7,31.7,26257,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001277,110071159601,NSTAR Gas Company,MA,Westwood,MA,02090,1 NSTAR Way,NORFOLK COUNTY,42.20446,-71.15937,221210,"NN-LDC,W-LDC",78721.8,94.8,78627,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007039,110071159796,NW Natural - Oregon,OR,Portland,OR,97204,250 SW Taylor Street,MULTNOMAH COUNTY,45.52471,-122.67244,221210,"NN-LDC,W-LDC",57909.95,69.7,57840.25,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011405,,NW Natural - Washington,WA,Portland,OR,97204,250 SW Taylor Street,,45.370186,-122.588485,221210,"NN-LDC,W-LDC",9114.25,11,9103.25,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005663,110071160628,National Fuel Gas Distribution Corp - Pennsylvania,PA,Erie,PA,16501,1100 State Street,,42.96506,-78.71458,221210,"NN-LDC,W-LDC",77635.8,95.8,77540,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003066,110071161720,National Fuel Gas Distribution Corporation,NY,Williamsville,NY,14221,6363 Main Street,ERIE COUNTY,42.96609,-78.71452,221210,"NN-LDC,W-LDC",129769.3,200.8,129568.5,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002582,110071161066,New Jersey Resources,NJ,wall township,NJ,07719,1415 Wyckoff Rd.,MONMOUTH COUNTY,40.21115,-74.12659,221210,"NN-LDC,W-LDC",34351.15,41.4,34309.75,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001626,110071159537,New Mexico Gas Company,NM,Albuquerque,NM,87109,7120 Wyoming Blvd. NE Ste. 20,BERNALILLO COUNTY,35.15927,-106.55982,221210,"NN-LDC,W-LDC",56536.6,68.1,56468.5,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003642,110071161404,New York State Electric and Gas,NY,Binghamton,NY,13904,18 Link Drive,BROOME COUNTY,42.10448,-75.8245,221210,"NN-LDC,W-LDC",33547.25,40.5,33506.75,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009724,110071160965,NorthWestern Energy NE LDC,NE,Butte,MT,59701,11 E. Park,SILVER BOW COUNTY,46.060023,-112.490614,221210,"NN-LDC,W-LDC",3835.1,4.6,3830.5,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002986,110071162240,"NorthWestern Energy, SD LDC",SD,Butte,MT,59701,11 E. Park,SILVER BOW COUNTY,46.013787,-112.534853,221210,"NN-LDC,W-LDC",7328.55,8.8,7319.75,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003203,110071160846,"Northern States Power Company, A Minnesota Corporation",MN,Minneapolis,MN,55401,414 Nicollet Mall,HENNEPIN COUNTY,44.97927,-93.27022,221210,"NN-LDC,W-LDC",53744.296,1290.7,52453,0.596,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000091,110071159598,Norwich,CT,NORWICH,CT,06360,16 S GOLDEN ST,New London,41.5269,-72.0631,221210,"NN-LDC,W-LDC",1841.7,2.2,1839.5,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000205,110071161799,Okaloosa Gas District,FL,Valparaiso,FL,32580,364 Valparaiso Pkwy,OKALOOSA COUNTY,30.50967,-86.49619,221210,"NN-LDC,W-LDC",23877.45,28.7,23848.75,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004108,110071160980,Oklahoma Natural Gas Co.,OK,Oklahoma City,OK,73101,401 N. Harvey,OKLAHOMA COUNTY,35.47121,-97.51788,221210,"NN-LDC,W-LDC",155077.7,186.7,154891,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005256,110071161948,PACIFIC GAS AND ELECTRIC COMPANY,CA,SAN FRANCISCO,CA,94105,77 BEALE STREET,SAN FRANCISCO COUNTY,37.79134,-122.39604,221210,"NN-LDC,W-LDC",276984,333.5,276650.5,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002791,110071161373,PECO Gas Division,PA,Philadelphia,PA,19101,2301 Market Street  S7-2,PHILADELPHIA COUNTY,39.95415,-75.17781,221210,"NN-LDC,W-LDC",101867.5,1704,100163.5,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002812,110071162126,PSE&G,NJ,Newark,NJ,07102,80 Park Plaza,ESSEX COUNTY,40.735075,-74.173906,221210,"NN-LDC,W-LDC",462889.042,2637.1,460250.75,1.192,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004567,110071160216,PSNC,NC,Gastonia,NC,28056,"800 Gaston Road, Bld A",GASTON COUNTY,35.227797,-81.108574,221210,"NN-LDC,W-LDC",56272.05,67.8,56204.25,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004429,110071160472,"Peoples Natural Gas Company, LLC",PA,Pittsburgh,PA,15221,1201 Pitt Street,ALLEGHENY COUNTY,40.44692,-79.88594,221210,"NN-LDC,W-LDC",234391.95,282.2,234109.75,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006569,110071161714,Philadelphia Gas Works - Corporate,PA,Philadelphia,PA,19122,800 West Montgomery Avenue,PHILADELPHIA COUNTY,39.97907,-75.14869,221210,"NN-LDC,W-LDC",247436.992,2500.3,244935.5,1.192,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001583,110043972387,Piedmont Natural Gas - North Carolina,NC,Charlotte,NC,28210,4720 Piedmont Row Drive,MECKLENBURG COUNTY,35.15187,-80.83978,221210,"NN-LDC,W-LDC",142640.892,55098.9,87511,30.992,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001582,110071162330,Piedmont Natural Gas - South Carolina,SC,Charlotte,NC,28210,4720 Piedmont Row Drive,MECKLENBURG COUNTY,35.15187,-80.83978,221210,"NN-LDC,W-LDC",17655.2,24.2,17631,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005857,110071159597,Piedmont Natural Gas - Tennessee,TN,Charlotte,NC,28210,4720 Piedmont Row Drive,MECKLENBURG COUNTY,35.15187,-80.83978,221210,"NN-LDC,W-LDC",24755.9,2815.4,21940.5,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002895,110071161697,Public Service Company of Colorado,CO,Denver,CO,80202,1800 Larimer Street,DENVER COUNTY,39.75107,-104.99502,221210,"NN-LDC,W-LDC",175127.3,210.8,174916.5,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005387,110043790092,Puget Sound Energy LDC,WA,Bellevue,WA,98004,10885 NE 4th St,KING COUNTY,47.61373,-122.19453,221210,"NN-LDC,W-LDC",67478.696,1060.1,66418,0.596,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003576,110071161403,Rochester Gas & Electric Corp,NY,Rochester,NY,14649,89 East Avenue,MONROE COUNTY,43.2689,-77.6294,221122,"NN-LDC,W-LDC",28070.65,33.9,28036.75,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005435,110071159463,Rock Energy Cooperative,IL,Janesville,WI,53547,2815 Kennedy Rd.,ROCK COUNTY,42.716023,-89.005927,221210,"NN-LDC,W-LDC",827,1,826,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007125,110071160774,SAN DIEGO GAS & ELECTRIC (LDC),CA,SAN DIEGO,CA,92123,8316 CENTURY PARK CT,SAN DIEGO COUNTY,32.823398,-117.144081,221210,"NN-LDC,W-LDC",54414.75,65.5,54349.25,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004654,110071161206,SCE&G Gas Operations,SC,Cayce,SC,29033,220 Operations Way,LEXINGTON COUNTY,33.957997,-81.04796,221210,"NN-LDC,W-LDC",46411.15,92.4,46318.75,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003026,110071161228,SEMCO Energy Gas Company,MI,Port Huron,MI,48060,"1411 Third St, Suite A",ST. CLAIR COUNTY,42.975187,-82.464445,221210,"NN-LDC,W-LDC",33174.144,1274.5,31898.75,0.894,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005209,110071159194,SOUTHERN CALIFORNIA GAS CO End User Emissions (LDC),CA,LOS ANGELES,CA,90013,555 WEST 5TH STREET,LOS ANGELES COUNTY,34.043925,-118.242429,221210,"NN-LDC,W-LDC",1287218.8,1549.8,1285669,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007602,110071160155,South Jersey Gas Company,NJ,Folsom,NJ,08037,One South Jersey Plaza,ATLANTIC COUNTY,39.643728,-74.757115,221210,"NN-LDC,W-LDC",46127.796,1291.7,44835.5,0.596,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005674,110071159484,Southern Connecticut Gas Company,CT,Orange,CT,06477,60 Marsh Hill Rd,NEW HAVEN COUNTY,41.25052,-72.9996,221210,"NN-LDC,W-LDC",93280.396,944.8,92335,0.596,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004112,110071160442,Southern Indiana Gas & Electric Company,IN,Evansville,IN,47711,One Vectren Square,VANDERBURGH COUNTY,38.005965,-87.549475,221210,"NN-LDC,W-LDC",18833.7,22.7,18811,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006640,110071160910,Southwest Gas - Arizona,AZ,Las Vegas,NV,89150,5241 Spring Mountain Road,CLARK COUNTY,36.12604,-115.21297,221210,"NN-LDC,W-LDC",96937.7,116.7,96821,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006638,110071162171,Southwest Gas - California,CA,Las Vegas,NV,89150,5241 Spring Mountain Road,CLARK COUNTY,36.12604,-115.21297,221210,"NN-LDC,W-LDC",15176.05,18.3,15157.75,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006639,110071159970,Southwest Gas - Nevada,NV,Las vegas,NV,89150,5241 Spring Mountain Road,CLARK COUNTY,36.12604,-115.21297,221210,"NN-LDC,W-LDC",46704.7,56.2,46648.5,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005967,110071161141,Spire Alabama,AL,BIRMINGHAM,AL,35203,2101 6th Avenue North,JEFFERSON COUNTY,33.520058,-86.807637,221210,"NN-LDC,W-LDC",148168.4,178.4,147990,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003336,110071161339,Spire Gulf Inc.,AL,Mobile,AL,36606,2828 Dauphin St,MOBILE COUNTY,30.68858,-88.10822,221210,"NN-LDC,W-LDC",10653.8,12.8,10641,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001688,110071160157,Spire Mississippi,MS,Hattiesburg,MS,39401,1614 West 4th Street,FORREST COUNTY,31.214868,-89.284725,221210,"NN-LDC,W-LDC",3021.1,3.6,3017.5,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002544,110071159522,Spire Missouri East,MO,St. Louis,MO,63101,700 Market Street,ST. LOUIS CITY,38.628363,-90.191527,221210,"NN-LDC,W-LDC",67371.25,93.5,67277.75,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004482,110071160005,Spire Missouri West,MO,KANSAS CITY,MO,64129,7500 E. 35th Terrace,JACKSON COUNTY,39.06574,-94.59022,221210,"NN-LDC,W-LDC",46333.2,55.7,46277.5,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006297,110071162237,"Summit Utilities Inc., Arkansas (Arkansas)",AR,Centennial,CO,80112,10825 E. Geddes Ave.; Suite 410,HARRIS COUNTY,29.75761,-95.36826,221210,"NN-LDC,W-LDC",58806.05,70.8,58735.25,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006771,110071160872,TECO Peoples Gas,FL,Tampa,FL,33602,702 North Franklin Street,HILLSBOROUGH COUNTY,27.95029,-82.4591,221210,"NN-LDC,W-LDC",75525.394,1553.5,73971,0.894,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002482,110071161188,THE BROOKLYN UNION GAS COMPANY,NY,Brooklyn,NY,11201,One MetroTech Center,KINGS COUNTY,40.698677,-73.985941,221210,"NN-LDC,W-LDC",197796.542,15540.4,182247.5,8.642,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002604,110071160503,THE NARRAGANSETT ELECTRIC COMPANY,RI,Providence,RI,02907,280 Melrose Street,PROVIDENCE COUNTY,41.795681,-71.426968,221210,"NN-LDC,W-LDC",121360.6,146.1,121214.5,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004336,110071160981,Texas Gas Service,TX,Austin,TX,78746,1301 S Mopac Expressway,TRAVIS COUNTY,30.26229,-97.78925,221210,"NN-LDC,W-LDC",114235.75,137.5,114098.25,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001966,110071159549,The Peoples Gas Light and Coke Company,IL,CHICAGO,IL,60601,200 East Randolph Street,COOK COUNTY,41.88448,-87.62312,221210,"NN-LDC,W-LDC",155489.43,5724.2,149762.25,2.98,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005723,110071159222,Trussville Utilities,AL,Trussville,AL,35173,127 Main Street,JEFFERSON COUNTY,33.621523,-86.602293,221210,"NN-LDC,W-LDC",2194.85,2.6,2192.25,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007356,110071160012,"UGI Utilities, Inc.",PA,Denver,PA,17517,1 UGI Drive,,40.372376,-75.915056,221210,"NN-LDC,W-LDC",121006.6,165.1,120841.5,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000600,110071160542,UNS Gas,AZ,Flagstaff,AZ,86001,"2901 W. Shamrell Blvd., Suite 110",COCONINO COUNTY,35.13778,-111.68052,221210,"NN-LDC,W-LDC",15317.6,18.6,15299,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004296,110071160413,Vectren Energy Delivery of Ohio,OH,Evansville,IN,47708,One Vectren Square,VANDERBURGH COUNTY,37.973424,-87.575423,221210,"NN-LDC,W-LDC",38115.4,45.9,38069.5,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003922,110071160358,"Vermont Gas Systems, Inc.",VT,South Burlington,VT,05403,85 Swift Street,CHITTENDEN COUNTY,44.449349,-73.160781,221210,"NN-LDC,W-LDC",4100.9,4.9,4096,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004180,110043793909,Virginia Natural Gas,VA,Norfolk,VA,23510,150 West Main Street,NORFOLK CITY,36.84668,-76.29339,221210,"NN-LDC,W-LDC",48573.226,6213.9,42355.75,3.576,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001917,110071160959,WASHINGTON GAS LIGHT COMPANY,DC,SPRINGFIELD,VA,22151,6801 INDUSTRIAL ROAD,FAIRFAX COUNTY,38.79844,-77.1793,221210,"NN-LDC,W-LDC",67736.6,81.6,67655,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004120,110071160445,WISCONSIN ELECTRIC POWER COMPANY,WI,MILWAUKEE,WI,53201,231 W. MICHIGAN ST.,MILWAUKEE COUNTY,43.03741,-87.91381,221210,"NN-LDC,W-LDC",43641.5,52.5,43589,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1004293,110071160446,WISCONSIN GAS COMPANY,WI,MILWAUKEE,WI,53201,231 W. MICHIGAN ST.,MILWAUKEE COUNTY,43.03741,-87.91381,221210,"NN-LDC,W-LDC",53512.65,64.4,53448.25,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007849,110071160721,Washington Gas Light Company (MD),MD,Springfield,VA,22151,6801 Industrial Road,FAIRFAX COUNTY,38.79844,-77.1793,221210,"NN-LDC,W-LDC",55256.334,4475.2,50778.75,2.384,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007850,110071160723,Washington Gas Light Company (VA),VA,Springfield,VA,22151,6801 Industrial Rd,FAIRFAX COUNTY,38.79844,-77.1793,221210,"NN-LDC,W-LDC",50462.994,1702.6,48759.5,0.894,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003558,110071160538,Waterville Gas & Oil Company,OH,Waterville,OH,43566,700 Farnsworth Rd.,LUCAS COUNTY,41.49916,-83.72712,221210,W-LDC,1205.25,1.5,1203.75,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011115,110010642073,"West Texas Gas Utility, LLC",TX,Midland,TX,79705,303 Veterans Airpark Ln. Ste 5000,MIDLAND COUNTY,31.99906,-102.07688,221210,"NN-LDC,W-LDC",29347.05,35.3,29311.75,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002025,110071161924,Wisconsin Power & Light Gas Distribution,WI,Madison,WI,53718,4902 North Biltmore Lane,DANE COUNTY,43.15217,-89.29536,221210,"NN-LDC,W-LDC",23491.4,278.4,23213,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002250,110071160885,Wisconsin Public Service Corporation,WI,Green Bay,WI,54307,700 North Adams,BROWN COUNTY,44.518347,-88.011616,221210,"NN-LDC,W-LDC",40331.948,445.4,39886.25,0.298,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007107,110071161440,Yankee Gas Supply,CT,Berlin,CT,06037,107 Selden Street,HARTFORD COUNTY,41.614604,-72.780642,221210,"NN-LDC,W-LDC",38237.75,46,38191.75,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
